(69,3388)
(138,1)
(101,4127)
(0,4628)
(88,3570)
(170,9)
(115,53)
(5,801)
(120,5076)
(10,687)
(56,6966)
(142,209)
(153,61)
(174,153)
(185,98)
(42,1666)
(24,7)
(37,47)
(25,6309)
(52,1118)
(14,1663)
(184,34)
(110,141)
(125,2648)
(196,7)
(157,6)
(189,3095)
(20,6778)
(46,422)
(93,52)
(152,6681)
(57,554)
(78,935)
(29,955)
(164,6137)
(179,1259)
(106,145)
(121,4709)
(84,16)
(147,61)
(61,2104)
(132,27)
(89,16)
(133,46)
(116,1596)
(1,3618)
(74,28)
(6,462)
(60,2319)
(117,4361)
(85,5723)
(102,4929)
(28,21)
(38,4)
(160,50)
(70,61)
(192,3039)
(21,1179)
(137,1356)
(165,2136)
(33,2806)
(92,281)
(197,227)
(65,254)
(97,999)
(156,5)
(9,15)
(188,4702)
(53,1015)
(169,23)
(141,29)
(109,6)
(124,1206)
(77,259)
(193,165)
(96,101)
(173,54)
(13,783)
(129,1123)
(41,134)
(134,201)
(73,188)
(128,3760)
(105,1013)
(2,5120)
(166,17)
(32,6653)
(34,53)
(148,510)
(45,238)
(161,1878)
(64,5)
(180,114)
(17,69)
(149,2)
(176,709)
(191,46)
(22,34)
(44,4879)
(59,836)
(118,979)
(27,23)
(71,907)
(12,86)
(54,83)
(144,37)
(49,23)
(181,121)
(86,25)
(159,25)
(187,2359)
(172,1152)
(113,6221)
(81,3840)
(76,1012)
(7,6339)
(39,22)
(98,43)
(103,39)
(140,117)
(91,8)
(66,679)
(155,21)
(198,596)
(108,1483)
(130,2896)
(135,229)
(3,425)
(80,148)
(167,11210)
(35,276)
(162,305)
(112,4594)
(123,314)
(194,1191)
(145,27)
(48,57)
(63,128)
(18,1298)
(150,338)
(95,163)
(50,5)
(67,54)
(199,1119)
(177,5469)
(182,105)
(16,8812)
(127,511)
(31,895)
(154,382)
(11,2447)
(72,1473)
(175,5836)
(143,13)
(43,29)
(99,8)
(87,694)
(104,2432)
(40,62)
(26,12)
(158,19)
(186,1)
(55,748)
(114,4539)
(171,2)
(139,64)
(23,4548)
(8,572)
(75,1876)
(119,10)
(58,4218)
(82,23)
(151,752)
(36,37)
(168,22)
(146,624)
(30,69)
(51,35)
(190,195)
(183,8)
(19,1474)
(107,42)
(4,249)
(126,99)
(136,138)
(79,58)
(195,721)
(94,1958)
(131,4179)
(47,146)
(15,1949)
(163,1611)
(68,483)
(62,17)
(178,1747)
(90,1154)
(111,1009)
(122,25)
(83,2125)
(100,1)
