KMeans Run-Time: 29.6704951924s
Cost: 16.425602882989615
[40.6810453865337,-73.99957677680806]
[40.644864872155445,-73.78223002481515]
[40.769851325331366,-73.96010675168787]
[40.73693022177326,-74.00786641128944]
[41.00396923076923,-73.66657582417581]
[40.773876542307605,-73.87241478907617]
[40.71794342134447,-73.96242835589102]
[40.752394974406705,-74.02928338762217]
[40.7191768049155,-73.79036743471579]
[40.67674726832639,-73.98283540802215]
[40.787888111888115,-73.50447832167833]
[40.71847070144583,-73.99951038491629]
[40.727028455284554,-74.36593658536586]
[40.691819663742926,-74.17954788011744]
[40.92603913043478,-74.24566956521738]
[40.75397733494667,-73.98705529758764]
[40.750436139780525,-73.97445310849301]
[40.721181647149024,-74.00367030140234]
[40.667000538599645,-73.93189057450627]
[40.339296226415094,-74.64929811320756]
[40.811744915254245,-74.14735]
[41.3074,-72.9456111111111]
[40.76518703821112,-73.96940400348869]
[40.741198882201246,-73.92702820292351]
[40.90578108108108,-73.78746756756757]
[40.937684126984124,-73.95077460317458]
[40.6368888888889,-73.5917462962963]
[40.72733956719022,-74.0012017521814]
[40.6731421373556,-73.95968215661094]
[40.590346371463696,-73.97213886838873]
[40.72718389830508,-73.6731906779661]
[40.79738949096878,-73.9713263382594]
[40.789574999999985,-73.82867754237289]
[40.6929421422662,-73.99545332919774]
[40.68660182094083,-73.95621851289832]
[40.720704341833134,-74.03967425913169]
[40.85202313278008,-73.93459834024895]
[40.94437983193277,-73.75181260504202]
[40.73031399176955,-73.72486008230452]
[41.03270520833335,-73.76919947916669]
[40.92849759036145,-73.8881939759036]
[40.784054049079856,-73.97922670245393]
[40.670297520661144,-73.74692148760332]
[40.6445995531721,-73.78944027405434]
[40.92259047619047,-74.08139404761904]
[40.577124999999995,-74.62498214285715]
[40.85192441860465,-73.97074069767442]
[40.74292559177336,-73.99848310050439]
[40.62639620462049,-73.94517722772275]
[40.69082307839008,-73.98551945451061]
[40.683422247882994,-73.91489230177055]
[40.826922119815684,-73.86200138248846]
[40.760186166007884,-73.92544110671932]
[40.70638595481122,-74.01372435662574]
[40.17738235294117,-74.04608823529412]
[40.616499999999995,-73.73550053763442]
[40.61644563986411,-73.96561313703285]
[40.81502844480257,-73.95880185334411]
[40.894566820276474,-73.90205380184327]
[40.79055172413793,-73.11797931034484]
[40.67244622641508,-74.10704150943394]
[40.797023682361164,-73.9380172874209]
[40.75908664945043,-73.97387870398157]
[40.74987069786203,-74.00424090359051]
[40.9516,-72.27013333333332]
[40.75611950902267,-73.9996774833361]
[40.82428107167707,-73.9454911621433]
[40.775723711340206,-73.5719237113402]
[40.749631568549994,-73.94149265112597]
[40.73129275147925,-73.86630059171604]
[40.89175436893203,-73.95108834951455]
[40.821154166666666,-73.27402083333332]
[40.721246554493796,-74.00956781094096]
[42.1166,-72.0666]
[40.667449166666664,-74.23712583333332]
[40.7078615769712,-73.92129956195245]
[40.745379999999926,-73.98209925465869]
[40.43829090909091,-74.38660909090909]
[40.761317593193034,-73.98595702646269]
[40.76760314065032,-73.98328427977293]
[40.73792015515568,-73.98885666189621]
[40.775603938372186,-73.9622544990431]
[40.7331464361476,-74.0011327252158]
[41.087336111111114,-73.48034444444443]
[40.276266666666665,-74.43993333333333]
[40.6244426403642,-74.02776783004549]
[40.73741742424242,-74.26390530303031]
[40.73952960215776,-74.03402953472678]
[41.51893333333334,-72.81516666666666]
[40.870491489361704,-74.11998936170212]
[40.772992719107236,-73.94851653511137]
[40.89174320987653,-74.0445333333333]
[40.726394551934874,-74.00676953496301]
[40.72313609195401,-73.94225936781604]
[40.646429041095914,-73.97539123287669]
[40.65042416666667,-74.01127427083335]
[40.756746875,-74.21952187499998]
[40.89455,-72.7338]
[40.570716666666655,-74.30644047619049]
[40.225575,-74.58452499999999]
[40.7207596379127,-73.84584621938234]
[40.721385085155696,-73.99379571702035]
[40.707781586464826,-74.0072553834321]
[41.06017735849057,-74.09780377358489]
[40.64613090103415,-73.7767714623355]
[40.76383240229877,-73.96196888505735]
[40.705105081775734,-73.94174316588779]
[40.723200000000006,-73.28080740740741]
[40.69441290626472,-73.96524484220444]
[40.99679310344828,-73.8852827586207]
[40.73182291873968,-73.9563605638473]
[40.67639659635676,-74.01316831255991]
[40.72318523908522,-73.89700166320169]
[40.770447191600994,-73.96578165354343]
[40.75124816124543,-73.99352786421463]
[40.3517,-74.06125714285714]
[40.67590004221194,-73.94743414943012]
[40.75715082818301,-73.96416123609384]
