(69,107)
(138,315)
(101,2501)
(0,5371)
(88,6)
(170,4764)
(115,9)
(5,1807)
(120,67)
(10,68)
(56,3889)
(142,46)
(153,644)
(174,2283)
(185,46)
(42,266)
(24,38)
(37,33)
(25,1630)
(52,296)
(14,6865)
(184,45)
(110,1334)
(125,514)
(196,5)
(157,1550)
(189,544)
(20,123)
(46,89)
(93,55)
(152,686)
(57,4802)
(78,4640)
(29,46)
(164,7047)
(179,1674)
(106,18)
(121,1112)
(84,1663)
(147,28)
(61,91)
(132,13)
(89,4)
(133,5143)
(116,51)
(1,6220)
(74,43)
(6,2317)
(60,2647)
(117,53)
(85,16)
(102,909)
(28,52)
(38,350)
(160,20)
(70,4)
(192,4453)
(21,6433)
(137,1973)
(165,1)
(33,30)
(92,65)
(197,1002)
(65,12)
(97,14)
(156,27)
(9,120)
(188,37)
(53,18)
(169,25)
(141,1795)
(109,2481)
(124,3819)
(77,16)
(193,11)
(96,1077)
(173,730)
(13,175)
(129,1135)
(41,5809)
(134,27)
(73,661)
(128,499)
(105,25)
(2,2174)
(166,35)
(32,1078)
(34,24)
(148,286)
(45,17)
(161,30)
(64,4378)
(180,81)
(17,159)
(149,40)
(176,111)
(191,29)
(22,17)
(44,101)
(59,4199)
(118,1607)
(27,1077)
(71,1164)
(12,20)
(54,1)
(144,253)
(49,5610)
(181,215)
(86,174)
(159,404)
(187,2957)
(172,2555)
(113,35)
(81,13)
(76,978)
(7,20)
(39,18)
(98,48)
(103,5206)
(140,988)
(91,1121)
(66,4158)
(155,132)
(198,17)
(108,4455)
(130,331)
(135,103)
(3,9317)
(80,6855)
(167,47)
(35,2)
(162,23)
(112,319)
(123,8)
(194,23)
(145,862)
(48,80)
(63,575)
(18,6558)
(150,246)
(95,505)
(50,981)
(67,126)
(199,11)
(177,5548)
(182,1)
(16,77)
(127,263)
(31,5608)
(154,1298)
(11,23)
(72,395)
(175,195)
(143,780)
(43,9)
(99,4436)
(87,170)
(104,65)
(40,993)
(26,1952)
(158,2086)
(186,2)
(55,202)
(114,15)
(171,130)
(139,17)
(23,4775)
(8,1010)
(75,188)
(119,1)
(58,483)
(82,52)
(151,1402)
(36,2870)
(168,19)
(146,13)
(30,552)
(51,1443)
(190,263)
(183,4)
(19,702)
(107,917)
(4,1207)
(126,5813)
(136,1046)
(79,6861)
(195,32)
(94,2179)
(131,111)
(47,3697)
(15,6487)
(163,209)
(68,1513)
(62,6216)
(178,658)
(90,30)
(111,4566)
(122,822)
(83,464)
(100,5347)
