(69,305)
(138,44)
(101,43)
(0,2968)
(88,474)
(170,4885)
(115,15)
(5,5022)
(120,8)
(10,84)
(56,107)
(142,2180)
(153,5288)
(174,238)
(185,24)
(42,38)
(24,383)
(37,3952)
(25,27)
(52,2651)
(14,158)
(184,339)
(110,157)
(125,10)
(196,6)
(157,323)
(189,35)
(20,628)
(46,2514)
(93,86)
(152,73)
(57,165)
(78,6515)
(29,4102)
(164,634)
(179,4368)
(106,56)
(121,42)
(84,2)
(147,146)
(61,57)
(132,2874)
(89,12)
(133,4)
(116,131)
(1,1106)
(74,1)
(6,169)
(60,803)
(117,3370)
(85,2677)
(102,2971)
(28,23)
(38,1237)
(160,751)
(70,1)
(192,4885)
(21,5176)
(137,46)
(165,28)
(33,5)
(92,2548)
(197,6710)
(65,6)
(97,186)
(156,262)
(9,59)
(188,536)
(53,27)
(169,3914)
(141,1967)
(109,3065)
(124,4025)
(77,75)
(193,3673)
(96,20)
(173,1213)
(13,2380)
(129,6)
(41,6)
(134,16)
(73,991)
(128,25)
(105,3422)
(2,4014)
(166,5490)
(32,83)
(34,10)
(148,5368)
(45,45)
(161,24)
(64,40)
(180,5)
(17,159)
(149,486)
(176,97)
(191,2347)
(22,1490)
(44,7015)
(59,25)
(118,3655)
(27,714)
(71,1442)
(12,75)
(54,9)
(144,237)
(49,3460)
(181,203)
(86,41)
(159,188)
(187,313)
(172,16)
(113,4022)
(81,36)
(76,5242)
(7,936)
(39,27)
(98,119)
(103,1450)
(140,60)
(91,5976)
(66,101)
(155,1)
(198,5008)
(108,956)
(130,1801)
(135,4266)
(3,2)
(80,1019)
(167,40)
(35,700)
(162,389)
(112,64)
(123,4604)
(194,5408)
(145,387)
(48,1102)
(63,991)
(18,11)
(150,508)
(95,39)
(50,105)
(67,10)
(199,4378)
(177,403)
(182,6852)
(16,27)
(127,326)
(31,22)
(154,2265)
(11,451)
(72,2839)
(175,4138)
(143,23)
(43,654)
(99,3979)
(87,1642)
(104,18)
(40,25)
(26,2919)
(158,4)
(186,105)
(55,31)
(114,52)
(171,32)
(139,65)
(23,11669)
(8,126)
(75,271)
(119,78)
(58,102)
(82,1350)
(151,1384)
(36,6063)
(168,687)
(146,11)
(30,1094)
(51,1512)
(190,1607)
(183,1100)
(19,970)
(107,13)
(4,3556)
(126,21)
(136,12)
(79,29)
(195,91)
(94,1513)
(131,122)
(47,17)
(15,3)
(163,706)
(68,40)
(62,5662)
(178,1091)
(90,39)
(111,7)
(122,55)
(83,17)
(100,1350)
