KMeans Run-Time: 3.9048384625s
Cost: 5.913335210477113
[40.71770177391294,-73.99974462608698]
[40.773601076923036,-73.87381661538453]
[40.73858963093158,-73.98773803944567]
[40.7893304347826,-74.29270869565215]
[40.75967443205286,-73.96410974803807]
[40.64473889230768,-73.78966793846142]
[41.14628181818182,-73.26784545454547]
[40.704288034188025,-73.74467179487179]
[40.670202777777774,-73.9364772727273]
[40.77990204460966,-73.95852862453533]
[41.027275,-73.62695000000001]
[40.66399185918589,-73.98615918591862]
[40.694371593944766,-74.17802671415842]
[40.7285520617683,-74.00070765314787]
[40.69200572012259,-73.96923483146068]
[40.73042621359221,-73.6259708737864]
[40.265,-74.2202]
[40.945912987012996,-73.82159740259739]
[40.742507444668014,-74.04052434607648]
[40.760695721476544,-73.98726298238262]
[40.82637692307692,-73.47315384615385]
[40.73869313036696,-74.00166250325253]
[40.71045070422536,-73.94163280861643]
[40.67065952380952,-73.65672857142857]
[40.88492395833333,-73.9066598958333]
[40.82466486486488,-73.80470540540543]
[40.78889752538072,-73.97420526649748]
[40.71719949494949,-73.8417787878788]
[40.684035214785254,-73.97648461538472]
[40.721222077922086,-73.98300075757578]
[40.827121368948234,-73.94407529215358]
[40.75279200922811,-73.97765658557044]
[40.76330075187968,-73.97135982456142]
[40.741168179878585,-74.00625011519743]
[40.773400597177,-73.96269191096636]
[40.80899999999999,-74.21609523809522]
[40.699487205387214,-73.90481414141414]
[40.76157765667572,-73.92380940054493]
[40.77472808041501,-73.95467036316472]
[40.79324523809523,-74.06109642857145]
[40.72162839248435,-73.94509968684754]
[40.65715366972476,-73.92232339449541]
[40.80659407699902,-73.94732379072052]
[40.337176923076925,-74.64370000000001]
[40.501710344827586,-74.45242068965518]
[40.6109117117117,-73.99877747747749]
[40.64446363636364,-73.96967032085561]
[40.79751034482759,-74.45157931034483]
[40.608747826086955,-74.11467826086955]
[40.73041083554773,-73.99212240921172]
[40.842282000000004,-74.15742200000001]
[40.71797833081975,-74.00819163733861]
[40.67389716312057,-73.97712340425531]
[40.70906275378367,-74.00592377260962]
[40.8089,-72.6419]
[40.84079375,-73.85011071428569]
[40.87867378640776,-73.84039805825242]
[40.763703910191765,-73.98359235620575]
[40.74329612775589,-73.98300898812903]
[40.72780213455824,-73.98582385841667]
[40.61694228855721,-73.96384875621891]
[40.61058928571429,-73.92642642857143]
[41.05599113924051,-73.53277848101268]
[40.7556976744186,-73.71128139534885]
[40.762199999999986,-73.15765714285713]
[40.73858993223622,-74.0306618586641]
[40.74397745769543,-73.99012268331998]
[40.842459016393434,-73.97945409836065]
[40.77634210526316,-73.81847456140349]
[40.649453030303015,-74.00700060606061]
[41.226240000000004,-73.69196]
[40.73293879798617,-73.98802101950929]
[40.85475153664304,-73.93313711583922]
[40.72707370600414,-73.97925895445144]
[41.10792142857144,-73.82609285714287]
[40.77571728395062,-73.94777483380815]
[40.71241166134185,-73.9535755058573]
[40.78024237804878,-73.97943861788623]
[40.72997148948271,-74.00628322910732]
[40.72061199596774,-74.04078215725804]
[40.763917977528095,-73.77107415730336]
[40.770747912885696,-73.91124373865699]
[40.645955223880605,-73.72989552238806]
[40.44806666666666,-74.35436666666666]
[40.58675,-74.33205000000001]
[40.73423043478261,-73.41000869565218]
[40.63602433460075,-73.94481178707225]
[40.70167341442228,-73.93202189400519]
[40.7536395136778,-74.02841165146907]
[40.72182411347518,-73.78721773049647]
[40.97061304347826,-74.12076086956522]
[40.81076834532374,-73.95774489208631]
[40.6887699607843,-73.98737098039219]
[40.797936622806986,-73.93437785087721]
[40.69378414179106,-73.99535970149252]
[40.64594321041199,-73.78117377440391]
[40.74552952421406,-73.97542757009353]
[40.24685,-74.58375000000001]
[40.7149561603167,-74.01416086095983]
[40.673035000000006,-73.87332428571429]
[40.755297016780574,-73.99915848353011]
[40.82874702380954,-73.9251634920635]
[40.780921428571425,-73.54154642857144]
[40.500591666666665,-74.25694999999999]
[40.72326382072604,-74.00196175217991]
[40.675108390804596,-73.9647552873563]
[40.686582810164396,-73.93872272047831]
[40.66678210526315,-73.83372105263157]
[40.7441329218107,-73.88951481481483]
[40.75606386363637,-73.84415522727271]
[40.70550811594203,-73.9202615942029]
[40.59053826086958,-73.96616304347826]
[41.02631454545454,-73.76869272727272]
[40.67179473684211,-73.54543684210526]
[40.82867812499998,-73.89653828125]
[40.735523368740495,-73.97883687405162]
[40.25588666666666,-74.03735333333334]
[40.76384474739384,-73.9773984562952]
[40.6897676923077,-73.85189230769231]
[40.7420673076923,-74.2463076923077]
[40.73210882028666,-73.95648015435505]
[41.029922222222226,-73.86784444444444]
[40.77876102040815,-73.99244632653063]
[40.724174637203184,-74.00824614116088]
[40.61257142857142,-74.58389999999999]
[41.06288823529411,-74.09540588235295]
[40.73718955223882,-73.81780149253731]
[40.702144236111046,-73.98801187500008]
[40.71619344262295,-74.0760081967213]
[40.79788627450979,-73.6692274509804]
[40.737919767441866,-74.1659726744186]
[40.78520263157895,-73.61001315789474]
[40.72135323846905,-73.95577571148173]
[40.73715962680244,-73.99322033502987]
[40.63680681818181,-73.90142045454546]
[40.95007000000001,-74.26749]
[40.72612010622147,-73.99317320182092]
[40.692523521682006,-73.95279145860708]
[40.625861829653,-74.02756277602528]
[40.734141823056426,-74.0047007569785]
[40.742079151943464,-73.91774982332156]
[40.86323,-73.5953]
[40.685799473684206,-73.91890701754384]
[40.67659678197906,-73.98757980691873]
[40.750417237862024,-73.99300230518162]
[40.72098992772209,-73.98836854744705]
[41.3104,-72.9337]
[40.75119,-73.49652]
[40.681765417376496,-73.99825672913116]
[40.75931412530871,-73.97981340669217]
[40.99174375000001,-73.678995]
[40.87446666666666,-74.25726666666667]
[40.746811835106385,-73.95319521276598]
[40.830190476190474,-74.10115238095237]
[40.733659472511164,-73.99898421248112]
[40.86296844106463,-73.88721292775668]
[40.755622274143036,-73.98439235202508]
[40.87713076923078,-73.42193846153846]
[40.66316451612904,-74.24350322580645]
[40.74327504477615,-73.99674298507479]
[40.7049765625,-73.81025859375]
[40.68455197740114,-73.96142508474573]
[40.76869339622639,-73.99070805515252]
[40.71166201279811,-73.96430744618957]
[40.664527044025164,-73.89572641509437]
[40.90625,-73.17575]
[40.70966818181818,-74.35123636363635]
