(69,5892)
(138,22)
(101,307)
(0,1998)
(88,4067)
(170,40)
(115,52)
(5,1808)
(120,328)
(10,1162)
(56,1502)
(142,1678)
(153,10)
(174,6883)
(185,605)
(42,323)
(24,448)
(37,54)
(25,1356)
(52,1133)
(14,47)
(184,1)
(110,10)
(125,35)
(196,2798)
(157,29)
(189,120)
(20,2117)
(46,4572)
(93,1286)
(152,15)
(57,842)
(78,2101)
(29,34)
(164,2701)
(179,218)
(106,23)
(121,1223)
(84,216)
(147,81)
(61,174)
(132,2184)
(89,330)
(133,478)
(116,4940)
(1,4607)
(74,2)
(6,5812)
(60,60)
(117,57)
(85,1)
(102,100)
(28,15)
(38,8)
(160,454)
(70,10)
(192,36)
(21,28)
(137,4607)
(165,3961)
(33,1)
(92,78)
(197,20)
(65,678)
(97,36)
(156,4972)
(9,240)
(188,505)
(53,4174)
(169,822)
(141,1)
(109,20)
(124,98)
(77,29)
(193,3857)
(96,4037)
(173,1624)
(13,6)
(129,973)
(41,25)
(134,4737)
(73,929)
(128,6394)
(105,1954)
(2,7)
(166,346)
(32,27)
(34,62)
(148,139)
(45,259)
(161,2727)
(64,1647)
(180,4770)
(17,21)
(149,62)
(176,6224)
(191,613)
(22,140)
(44,3791)
(59,396)
(118,1154)
(27,274)
(71,75)
(12,15)
(54,9)
(144,372)
(49,5104)
(181,101)
(86,101)
(159,19)
(187,5379)
(172,112)
(113,4064)
(81,2331)
(76,328)
(7,977)
(39,189)
(98,1982)
(103,20)
(140,1222)
(91,1004)
(66,3189)
(155,1479)
(198,13)
(108,3491)
(130,38)
(135,67)
(3,224)
(80,264)
(167,2829)
(35,122)
(162,102)
(112,1299)
(123,2271)
(194,61)
(145,463)
(48,1711)
(63,23)
(18,4641)
(150,1552)
(95,608)
(50,6)
(67,5)
(199,61)
(177,40)
(182,19)
(16,2678)
(127,1221)
(31,5078)
(154,53)
(11,7881)
(72,19)
(175,3399)
(143,52)
(43,2604)
(99,595)
(87,5714)
(104,56)
(40,907)
(26,1220)
(158,59)
(186,22)
(55,1150)
(114,4628)
(171,1253)
(139,202)
(23,712)
(8,28)
(75,1259)
(119,6451)
(58,107)
(82,467)
(151,278)
(36,2)
(168,23)
(146,4)
(30,3404)
(51,3628)
(190,21)
(183,235)
(19,5710)
(107,258)
(4,2802)
(126,2642)
(136,106)
(79,16)
(195,1907)
(94,32)
(131,911)
(47,79)
(15,62)
(163,151)
(68,1909)
(62,7218)
(178,6)
(90,61)
(111,34)
(122,21)
(83,1625)
(100,2791)
