(69,371)
(138,25)
(101,108)
(0,5804)
(88,7910)
(170,35)
(115,2395)
(5,4613)
(120,5898)
(10,4674)
(56,199)
(142,62)
(153,45)
(174,1720)
(185,4450)
(42,36)
(24,3965)
(37,2)
(25,7)
(52,1066)
(14,417)
(184,5)
(110,2669)
(125,7167)
(196,2945)
(157,183)
(189,710)
(20,14)
(46,5)
(93,122)
(152,16)
(57,1099)
(78,705)
(29,2638)
(164,58)
(179,66)
(106,58)
(121,1160)
(84,512)
(147,1895)
(61,20)
(132,1788)
(89,103)
(133,921)
(116,229)
(1,687)
(74,9328)
(6,4676)
(60,3285)
(117,461)
(85,2235)
(102,4878)
(28,1)
(38,69)
(160,4076)
(70,1)
(192,22)
(21,725)
(137,7488)
(165,35)
(33,16)
(92,146)
(197,434)
(65,19)
(97,30)
(156,4018)
(9,3110)
(188,786)
(53,5196)
(169,943)
(141,328)
(109,439)
(124,3604)
(77,695)
(193,1286)
(96,54)
(173,229)
(13,1299)
(129,5549)
(41,1496)
(134,1226)
(73,1020)
(128,1387)
(105,887)
(2,185)
(166,1266)
(32,55)
(34,107)
(148,5723)
(45,1996)
(161,7026)
(64,2398)
(180,69)
(17,580)
(149,364)
(176,19)
(191,33)
(22,24)
(44,105)
(59,15)
(118,184)
(27,102)
(71,1474)
(12,3209)
(54,958)
(144,1160)
(49,305)
(181,1124)
(86,177)
(159,1022)
(187,2257)
(172,1475)
(113,2)
(81,65)
(76,550)
(7,4801)
(39,112)
(98,15)
(103,14)
(140,5)
(91,44)
(66,2553)
(155,3627)
(198,620)
(108,806)
(130,2731)
(135,6622)
(3,501)
(80,509)
(167,3751)
(35,41)
(162,4044)
(112,93)
(123,3)
(194,107)
(145,4020)
(48,66)
(63,30)
(18,5)
(150,4967)
(95,2317)
(50,4588)
(67,57)
(199,75)
(177,64)
(182,166)
(16,4264)
(127,22)
(31,193)
(154,187)
(11,120)
(72,1)
(175,1)
(143,4277)
(43,18)
(99,397)
(87,72)
(104,1625)
(40,156)
(26,18)
(158,42)
(186,177)
(55,130)
(114,396)
(171,59)
(139,4342)
(23,3796)
(8,22)
(75,1520)
(119,3700)
(58,277)
(82,783)
(151,1)
(36,23)
(168,2)
(146,564)
(30,10)
(51,90)
(190,4)
(183,26)
(19,3144)
(107,1221)
(4,619)
(126,814)
(136,57)
(79,7)
(195,153)
(94,255)
(131,8)
(47,40)
(15,1274)
(163,11)
(68,490)
(62,8146)
(178,21)
(90,81)
(111,267)
(122,32)
(83,204)
(100,7)
