(69,6396)
(138,131)
(101,2112)
(0,5363)
(88,1423)
(170,4530)
(115,20)
(5,279)
(120,617)
(10,2457)
(56,197)
(142,5365)
(153,2216)
(174,81)
(185,311)
(42,143)
(24,357)
(37,9565)
(25,85)
(52,104)
(14,81)
(184,1034)
(110,495)
(125,47)
(196,454)
(157,138)
(189,726)
(20,306)
(46,13)
(93,73)
(152,9)
(57,2169)
(78,23)
(29,6354)
(164,39)
(179,2118)
(106,127)
(121,113)
(84,5738)
(147,125)
(61,30)
(132,1219)
(89,225)
(133,1083)
(116,23)
(1,1124)
(74,5969)
(6,5332)
(60,55)
(117,1672)
(85,28)
(102,24)
(28,1133)
(38,221)
(160,2232)
(70,8)
(192,11)
(21,350)
(137,75)
(165,65)
(33,11)
(92,1765)
(197,19)
(65,562)
(97,99)
(156,89)
(9,4629)
(188,1066)
(53,37)
(169,5266)
(141,258)
(109,5)
(124,805)
(77,7974)
(193,27)
(96,356)
(173,694)
(13,15)
(129,1101)
(41,127)
(134,1725)
(73,6)
(128,16)
(105,3883)
(2,445)
(166,103)
(32,2124)
(34,3441)
(148,40)
(45,16)
(161,5815)
(64,113)
(180,28)
(17,6000)
(149,5)
(176,5223)
(191,28)
(22,45)
(44,5)
(59,19)
(118,1217)
(27,2696)
(71,1079)
(12,1050)
(54,3)
(144,468)
(49,1203)
(181,205)
(86,676)
(159,1950)
(187,323)
(172,22)
(113,765)
(81,38)
(76,982)
(7,1215)
(39,5282)
(98,503)
(103,159)
(140,1623)
(91,782)
(66,752)
(155,22)
(198,4086)
(108,2914)
(130,54)
(135,504)
(3,6198)
(80,1)
(167,3601)
(35,1784)
(162,1000)
(112,48)
(123,661)
(194,5)
(145,67)
(48,1659)
(63,13)
(18,1549)
(150,11)
(95,44)
(50,1021)
(67,5468)
(199,1779)
(177,322)
(182,141)
(16,23)
(127,3)
(31,927)
(154,817)
(11,75)
(72,957)
(175,44)
(143,6246)
(43,73)
(99,43)
(87,691)
(104,2319)
(40,5920)
(26,7390)
(158,3399)
(186,25)
(55,91)
(114,98)
(171,3432)
(139,32)
(23,26)
(8,4447)
(75,2873)
(119,3)
(58,12)
(82,230)
(151,40)
(36,173)
(168,1)
(146,5516)
(30,955)
(51,340)
(190,25)
(183,13)
(19,66)
(107,5178)
(4,1613)
(126,5)
(136,460)
(79,1008)
(195,1482)
(94,88)
(131,4332)
(47,6)
(15,56)
(163,269)
(68,8296)
(62,40)
(178,20)
(90,278)
(111,135)
(122,531)
(83,2534)
(100,204)
