KMeans Run-Time: 6.8151826132s
Cost: 5.754934733983977
[40.75575058451035,-73.96968044325376]
[40.64666403162056,-73.78987737154155]
[40.67625491591203,-73.98605756791729]
[40.74040381998407,-74.00593424377914]
[40.84233029411766,-73.94251441176469]
[40.72360033523968,-73.99794701242352]
[40.769525030674934,-73.86410204498966]
[40.73179699170125,-73.95625072614108]
[40.658788461538464,-74.23773461538462]
[41.03518387096774,-73.86675806451612]
[40.71207777777778,-73.74446666666665]
[40.69178834254137,-74.17960226519335]
[41.11593333333333,-73.39870555555555]
[40.64594161616155,-73.77686636363617]
[40.85156176470588,-73.45435588235294]
[40.76331061426579,-73.97799883954828]
[40.705127659574465,-74.3540829787234]
[40.6780874183006,-73.93734591503264]
[40.742692682926894,-73.98250817073183]
[40.90403833333333,-73.86275833333332]
[40.649647076923074,-74.00725415384618]
[40.58284590163933,-73.96390081967212]
[40.739374576271196,-74.16623389830508]
[40.80190751879698,-73.92421578947368]
[40.325133333333326,-74.63570666666666]
[40.73978594182825,-74.03303483379501]
[40.79023885918006,-73.97363618538324]
[40.68395593812379,-73.97673308383243]
[41.14415,-73.26065000000001]
[40.9936393939394,-73.67343484848485]
[40.6772537414966,-73.86685918367347]
[40.788548148148145,-74.41232962962962]
[40.784232942798056,-73.95114934527916]
[40.77824988439304,-73.95808115606938]
[40.78602972972974,-73.52901891891892]
[40.70640900248811,-74.01136851391072]
[40.70506517285532,-73.92114571062741]
[40.68636155172413,-73.91943775862066]
[40.733974667524656,-73.99820158730137]
[40.80864285714286,-73.62184047619047]
[40.746816822429906,-73.9532225634179]
[40.88750773809524,-73.90577619047617]
[40.730240537215536,-73.9871982161165]
[40.67697339218164,-74.01353354350564]
[40.773642547425496,-73.91143170731706]
[40.6112358490566,-73.99982641509435]
[40.75900128401684,-73.9895876581066]
[40.741134452926346,-73.99980681933842]
[40.769569113149856,-73.88621284403668]
[40.744861005025236,-74.00695396984923]
[40.72580286694933,-73.99180092872993]
