KMeans Run-Time: 7.8456684429s
Cost: 6.022541862723699
[40.758292041166264,-73.97366979416805]
[40.645613317230136,-73.78340579710147]
[40.715643795966734,-74.01099169632253]
[40.770354827586246,-73.91232137931037]
[40.66788795013848,-73.97824529085877]
[40.184322222222214,-74.03037777777777]
[40.68591442463533,-73.91880356564018]
[40.69430307486629,-73.93759999999997]
[40.82897053045188,-73.92517151277016]
[40.89363518518518,-74.05901296296297]
[41.05177714285714,-73.53876857142859]
[40.7409891378525,-74.00572956096475]
[40.74386681113154,-73.9896232664234]
[40.8056429636533,-73.94953336439877]
[40.76471456953643,-73.79230993377485]
[40.79931818181819,-74.37602727272727]
[40.69176882613503,-74.17959241417496]
[40.72045411246326,-73.98892601762485]
[41.237550000000006,-73.67875]
[40.63961393442623,-73.89749836065576]
[40.71985842259005,-74.04502648490752]
[40.7600100330032,-73.97970567656772]
[40.88588101265823,-73.86896455696201]
[40.65947459459461,-73.95360846846849]
[40.78325534274194,-73.95311769153223]
[40.703284024896284,-73.90885560165975]
[40.64994575163397,-74.00761993464053]
[41.11593333333333,-73.39870555555555]
[40.76946139137519,-73.8640880797395]
[40.73629818181818,-73.59936909090908]
[40.3803,-74.2277]
[40.845991176470584,-73.45112941176471]
[40.763928261682366,-73.97721143925241]
[40.325133333333326,-74.63570666666666]
[40.74870672000001,-73.93996639999997]
[40.70663167128345,-74.01181934441354]
[40.733823742540494,-73.9984098891728]
[40.925757352941176,-73.76309852941175]
[40.67698867684483,-74.0136185750636]
[40.71339133681846,-73.96360616131436]
[40.65504761904762,-74.37425238095238]
[40.720499942846224,-74.0029055820156]
[40.76255337146807,-73.98531168313416]
[40.7027204081632,-73.98789408163273]
[40.58178735632184,-73.96733103448275]
[40.816100000000006,-74.23265714285714]
[40.773951703320314,-73.87238283742995]
[40.81665333333333,-73.95816266666662]
[40.64663333333333,-74.25040666666666]
[41.23665,-73.98225]
[40.7202983865053,-73.9575533920058]
[40.735698127340996,-74.0077300428037]
[40.643397530864206,-73.9696548148148]
[40.862116666666665,-74.44534999999999]
[40.99174375000001,-73.678995]
[40.859833333333334,-73.89002708333336]
[40.661533819241974,-73.92527201166186]
[40.68912997562951,-73.9861472786353]
[40.682116718027764,-73.99767280431436]
[40.75374418837673,-74.02845711422842]
[40.73426046287369,-73.97762150433948]
[40.59115,-73.63914999999999]
[40.76343670480547,-73.96048787185353]
[40.79363011235958,-73.97184258426967]
[40.689750142450116,-73.95517283950618]
[41.01367777777777,-74.1078972222222]
[40.77386560509553,-73.9619217268223]
[40.525933333333334,-74.27456666666666]
[40.74270177165354,-74.0402165354331]
[40.710561216105184,-73.94148069022191]
[40.731971875,-73.95647931034485]
[40.59459272727273,-73.99211090909091]
[40.71619729729729,-73.84046306306308]
[40.66257058823529,-73.64648823529411]
[40.78590571428572,-73.7216542857143]
[40.748881789034954,-73.99143719140753]
[40.72083502138197,-74.00895901417962]
[40.77056265903305,-73.99179987277364]
[40.76959268292684,-73.88624939024389]
[40.67655618374557,-73.98630890459367]
[40.87286666666666,-73.2054]
[40.736181034482755,-73.69572241379309]
[40.73879019051484,-73.98458702877988]
[40.666476470588236,-73.72064901960783]
[40.84774960629921,-73.93898136482936]
[40.501710344827586,-74.45242068965518]
[40.74345363984674,-73.91897432950192]
[40.44806666666666,-74.35436666666666]
[40.33906,-74.09072000000002]
[40.751256466302365,-73.97378910746814]
[40.89247631578947,-73.90359999999998]
[40.756849396442135,-73.96747579415508]
[40.76403144830564,-73.9699929851069]
[41.02772264150943,-73.76809245283017]
[40.75593531120319,-73.98337375518686]
[41.14415,-73.26065000000001]
[40.78164000000001,-72.99942]
[40.715091796875,-73.79966484375]
[41.06318148148148,-73.70093703703704]
[40.756872337398356,-73.98801802845536]
[40.62370063694267,-73.9224687898089]
[40.869330434782604,-74.18191304347826]
[40.6080334841629,-73.96669909502262]
[40.70328000000001,-73.2939]
[40.72767808969545,-74.00102045532354]
[40.718123076923085,-74.2856576923077]
[40.75775030181087,-73.8419750503018]
[40.70394157043882,-73.92767829099306]
[40.3833,-73.9876]
[40.72196784788247,-73.94625998271387]
[40.80034018691588,-74.0688906542056]
[41.027275,-73.62695000000001]
[40.73837185756051,-74.00175094339609]
[40.780766666666665,-74.175]
[40.74492970933493,-74.00724944102852]
[40.87653414634147,-73.83475000000001]
[40.77913243243244,-73.53021891891892]
[40.82523423423422,-73.89813423423422]
[40.741375757575774,-73.89131038961041]
[40.91220238095237,-73.96960476190475]
[40.798203543307054,-73.9351346456693]
[40.73404834699056,-73.99233128002275]
[40.749896298187345,-73.98509083482249]
[40.735336196319025,-74.16613680981595]
[40.715738773916364,-73.9942593908629]
[40.74434304239395,-73.97610543640899]
[40.677626488456845,-73.94260085054674]
[40.743486363636364,-73.43637272727273]
[40.712173354397024,-73.95358214849918]
[41.034786363636364,-73.57854545454548]
[40.70862537469501,-74.00599261066554]
[40.666413661202185,-73.892049726776]
[40.98919655172413,-73.88051379310346]
[40.73757148080439,-74.03088729433273]
[40.75023201388876,-74.00357461805561]
[40.6333764,-73.9489032]
[40.86665668449198,-73.92356363636361]
[40.729934482758615,-73.64037931034481]
[41.3104,-72.9337]
[40.8253507936508,-73.81859682539681]
[40.778381256890825,-73.98145286659317]
[40.693697202797225,-73.99509038461538]
[41.06732083333333,-73.84902083333333]
[40.73279169577655,-74.00294347411887]
[40.6258519736842,-74.02824046052633]
[40.78508296390118,-73.97603755541489]
