KMeans Run-Time: 12.2877564678s
Cost: 5.843833555750015
[40.752705023364406,-73.97502219626159]
[40.64618005982048,-73.77678594217329]
[40.64824657142856,-74.00640228571432]
[40.72702381820735,-74.00263738252215]
[40.683523260538394,-73.97649243270705]
[41.051852777777775,-73.53696805555558]
[40.750888990279634,-73.99348155127969]
[40.72543823529412,-74.35749999999999]
[40.805851115241616,-73.9496722118958]
[40.927127272727276,-73.88728787878787]
[40.691747452934585,-74.17964656699888]
[40.76954536923714,-73.8640607099142]
[40.70395144870793,-73.92787564604538]
[41.05397741935484,-73.70371935483871]
[40.77614897959183,-73.72982448979592]
[40.76383843128682,-73.97059654795729]
[40.73423043478261,-73.41000869565218]
[40.84208834355829,-73.94072576687115]
[40.184322222222214,-74.03037777777777]
[40.73871466275661,-74.03052228739003]
[40.759148921620046,-73.97815053480646]
[40.67702612470408,-73.96738839779007]
[40.75058044049953,-74.00323586456285]
[40.76793521444693,-73.91775835214447]
[40.821127382753396,-73.94574810892584]
[40.67053421052631,-73.79590460526315]
[40.768793444650555,-73.9554752628324]
[40.738367920719526,-73.98756311249792]
[40.75492307692308,-73.50333076923079]
[40.73298825152775,-73.9982038833036]
[40.59585982905982,-73.98907264957265]
[40.862766030534345,-73.88739923664124]
[40.76383189452783,-73.97735134549394]
[41.15995833333333,-73.23999999999998]
[40.84014843749999,-73.9812515625]
[40.78365652173913,-74.16891304347826]
[41.1042652173913,-73.41940000000001]
[40.72664739624643,-73.99305942373785]
[40.749405546995376,-73.93979614791984]
[40.73336411448146,-74.00742842465739]
[40.98122272727273,-73.68807500000001]
[40.7202983865053,-73.9575533920058]
[40.77559133906631,-73.9494783169533]
[40.80508337950141,-73.96337091412741]
[40.7942111111111,-73.16167777777777]
[40.656987159533095,-73.95405953307399]
[40.71812162162163,-73.63431891891892]
[40.49957407407407,-74.44636296296295]
[40.87821176470589,-73.43960588235295]
[40.70945932339911,-74.0056101490131]
[40.93328571428572,-74.26337142857143]
