KMeans Run-Time: 35.764729686s
Cost: 20.172510237364214
[40.750871432315535,-73.9937035847173]
[40.976353982300886,-73.68921946902655]
[40.72281769135211,-74.00924414687148]
[40.665511781011794,-73.98039081774091]
[40.65223289473684,-74.37303684210526]
[40.68722134281882,-74.18288897287707]
[40.645154672748895,-73.78075996959574]
[40.74377875041043,-73.98321214027779]
[40.757214999999995,-73.7613875]
[40.79596928301884,-73.92489637735854]
[40.73490907990334,-73.97818863086046]
[40.6445921591918,-73.78940956340969]
[41.20536666666666,-73.08656666666664]
[40.72640502906434,-73.99253508926685]
[40.75029101613367,-73.98381573303953]
[40.80109461538461,-73.68242384615387]
[40.77508902439024,-73.42095731707317]
[40.71101781697338,-73.94167978016355]
[40.96969122807017,-74.13211754385965]
[40.944845185185194,-73.87875333333335]
[40.76665610901191,-73.95504323829155]
[40.17738235294117,-74.04608823529412]
[40.66367932752176,-73.90698754669991]
[40.720893656085856,-74.00234631386205]
[40.78264378911625,-73.9791892118384]
[40.731187845303864,-74.35547624309393]
[40.88875306859207,-73.85316823104694]
[40.86662085470084,-73.91299948717953]
[40.76962748532422,-73.8642986238082]
[40.817224827586195,-74.10454000000001]
[41.130360869565216,-73.39575217391304]
[40.690651162023926,-73.98572955332105]
[40.79686022889845,-73.96892752912332]
[40.75971957438783,-73.97393802259893]
[40.72003171171166,-73.95766110682091]
[40.773878195122805,-73.87241335365884]
[40.77475849056602,-73.54018301886792]
[40.676407200379074,-74.01308209379442]
[40.75301568441068,-73.91317072243346]
[40.75638605627679,-73.98274987209861]
[40.62451135503408,-74.02770711582133]
[40.6163234714004,-73.94866193293888]
[40.70502078835767,-74.00983374132615]
[40.33021785714285,-74.6396767857143]
[40.84408790786947,-73.84547773512476]
[40.74250447761194,-73.70106194029849]
[40.738273043478245,-74.16782539130433]
[40.76806567394967,-73.9637404302517]
[41.18003571428571,-73.66815]
[40.70654071146247,-73.83593715415023]
[40.72006575829382,-74.03544146919428]
[40.785662020677954,-73.95291719670196]
[40.68500142948583,-73.9761967356517]
[40.78754869565218,-74.45710608695653]
[40.63819649122808,-73.58912631578947]
[41.01790215827339,-73.71151366906474]
[40.76650614483365,-73.99277171880878]
[40.70567045454545,-73.50376818181819]
[40.74076212965469,-74.00612851992672]
[40.64838180510625,-73.78307058612037]
[40.67357706911893,-73.96020266983078]
[40.49349620253165,-74.43846455696205]
[40.84024885620917,-73.94176258169928]
[40.864451612903224,-73.59153870967742]
[40.66967893175073,-73.83913175074184]
[41.086911764705896,-73.47779117647057]
[40.64418536184211,-73.9325113486842]
[40.827050240384644,-73.88684399038462]
[40.877218181818186,-73.36896363636363]
[40.6856559808613,-73.96123568370693]
[40.64575508333337,-73.97543350000001]
[41.09868979591836,-73.81076530612245]
[41.3165875,-72.93375]
[40.92529926470589,-73.77113897058823]
[40.946150724637675,-73.9531652173913]
[40.767598717948744,-74.02337307692306]
[40.786084221998564,-73.9705060362172]
[40.68631662003361,-73.91829966424173]
[40.73980681003604,-73.99216640860202]
[40.75875177724178,-73.99822559695134]
[40.84637416666668,-73.97792166666665]
[40.76862038773348,-73.98311475502341]
[40.93577094017094,-73.83374957264958]
[40.71858188976377,-73.59058503937008]
[40.487455555555556,-74.31762222222224]
[40.55189000000001,-74.52227]
[40.6221294532628,-73.9176901234568]
[40.669738461538465,-73.72519663461537]
[40.5816723577236,-73.98123306233062]
[40.71235478541911,-73.95267794936252]
[40.73119332196655,-73.95572691105423]
[40.732456980130614,-73.99079109442734]
[40.74109839391382,-73.92720431107358]
[40.27483333333333,-74.37691666666666]
[40.668399615680286,-73.93185541890848]
[41.03160689655174,-73.76965615763548]
[40.968765000000005,-73.74859699999999]
[40.71475860032232,-73.98845108287112]
[40.71291951219512,-73.4236024390244]
[41.26639999999999,-74.16886666666666]
[40.775545071697955,-73.98852866415133]
[40.676046454767686,-73.98527080684599]
[40.79532053872053,-74.00306195286196]
[40.74538064798144,-73.99069268719265]
[40.72264650059313,-73.8488481613286]
[40.738182719781925,-73.98665174580586]
[40.793896470588216,-73.8316011764706]
[40.69829217364709,-73.99412950168151]
[40.7249898987769,-73.97988824335688]
[40.820807692307696,-74.21477307692308]
[40.68104975228172,-73.99813358539778]
[40.793381481481475,-73.10897777777778]
[40.755013096302704,-73.97064027770512]
[40.74719018467615,-73.97516316058574]
[40.86396234021633,-73.88309056047193]
[40.67913491271825,-73.94756724854524]
[40.78582314814814,-74.04493611111113]
[40.59427575757576,-74.16055454545453]
[40.69008343716424,-73.99516466165421]
[40.82288234366785,-73.94651870730421]
[40.751661344537816,-74.22131680672268]
[40.757999999999996,-74.62922499999999]
[40.724694664031595,-73.89809822134386]
[40.727223822341834,-73.86877752355319]
[40.74508459637569,-73.95517710049424]
[40.71568504970168,-74.01404445328082]
[40.9516,-72.27013333333332]
[40.76076726190475,-73.79780892857144]
[40.654365468113944,-73.95831275440976]
[40.7729978824876,-73.95613292636374]
[40.77983035939162,-73.95698509154332]
[40.72736756573692,-74.00450460619471]
[40.693303449107376,-73.96864729860101]
[40.64761809672388,-74.00889095163804]
[40.64508036809819,-73.89061022494886]
[40.7212251409324,-73.9950819263025]
[40.71660806005765,-74.00787652971451]
[40.72632483801296,-73.81519222462202]
[40.72306985787079,-73.94564574953067]
[40.86109467455622,-74.06804319526628]
[40.632482444061964,-73.96023123924272]
[40.748655502265294,-74.00501041300292]
[40.82277692307692,-73.23187692307692]
[40.74914723854288,-73.94240517038773]
[41.05250562500001,-73.53931874999999]
[40.74159948004678,-73.99872042116188]
[40.38200833333333,-74.11420833333334]
[40.61441742424243,-74.08538939393941]
[40.76010011976047,-73.92908449101796]
[41.5016,-72.8987]
[42.1166,-72.0666]
[40.75637100735859,-73.989538304999]
[40.892073429951715,-73.90325305958139]
[40.720983817725326,-73.98699398636509]
[40.92169814814815,-74.23919814814813]
[40.729383333333345,-73.28244000000001]
[40.79651621621622,-74.07120216216217]
[40.78503006535947,-73.79183006535945]
[40.776063770478636,-73.94818298964887]
[41.01864333333333,-73.640996]
[40.85599428571428,-73.44281142857143]
[40.75447574002834,-73.9770952702972]
[40.790213162650716,-73.97604131024092]
[40.92379326923076,-74.0792153846154]
[40.71559510092516,-73.99768343145504]
[40.76380105958574,-73.9705569849582]
[41.15339333333334,-73.2512]
[40.57015060240963,-74.30646506024098]
[40.88043333333333,-72.68103333333332]
[40.66463843601895,-73.9915898578199]
[40.70747699530518,-74.0861366197183]
[40.88011923076923,-73.81049615384615]
