(69,1217)
(138,1)
(101,23)
(0,5837)
(88,5)
(170,3417)
(115,82)
(5,9)
(120,508)
(10,70)
(56,343)
(142,24)
(153,8)
(174,102)
(185,2757)
(42,5780)
(24,1970)
(37,68)
(25,482)
(52,405)
(14,151)
(184,12)
(110,107)
(125,2005)
(196,32)
(157,1302)
(189,752)
(20,1027)
(46,2319)
(93,53)
(152,89)
(57,1231)
(78,328)
(29,55)
(164,112)
(179,4738)
(106,497)
(121,3539)
(84,381)
(147,15)
(61,6)
(132,29)
(89,2743)
(133,1094)
(116,37)
(1,6210)
(74,70)
(6,617)
(60,1037)
(117,111)
(85,29)
(102,221)
(28,2458)
(38,786)
(160,135)
(70,928)
(192,85)
(21,4539)
(137,58)
(165,2581)
(33,15)
(92,4638)
(197,36)
(65,36)
(97,256)
(156,4623)
(9,54)
(188,102)
(53,6)
(169,7)
(141,1144)
(109,1158)
(124,2561)
(77,1572)
(193,2)
(96,5)
(173,1928)
(13,1073)
(129,22)
(41,5249)
(134,2880)
(73,34)
(128,1899)
(105,26)
(2,4215)
(166,7144)
(32,5375)
(34,625)
(148,147)
(45,56)
(161,832)
(64,1053)
(180,6)
(17,4766)
(149,48)
(176,700)
(191,27)
(22,79)
(44,87)
(59,998)
(118,231)
(27,18)
(71,55)
(12,4384)
(54,80)
(144,304)
(49,2)
(181,3757)
(86,261)
(159,3306)
(187,3072)
(172,2270)
(113,27)
(81,58)
(76,4443)
(7,748)
(39,2677)
(98,27)
(103,5)
(140,1809)
(91,3125)
(66,2826)
(155,63)
(198,248)
(108,2)
(130,2869)
(135,250)
(3,580)
(80,3)
(167,16)
(35,4332)
(162,2772)
(112,3763)
(123,163)
(194,4053)
(145,1579)
(48,15)
(63,890)
(18,4)
(150,639)
(95,10)
(50,2727)
(67,9)
(199,75)
(177,3805)
(182,30)
(16,1806)
(127,22)
(31,34)
(154,30)
(11,8792)
(72,222)
(175,42)
(143,6298)
(43,1470)
(99,4935)
(87,3)
(104,5842)
(40,21)
(26,306)
(158,2238)
(186,15)
(55,240)
(114,3578)
(171,16)
(139,63)
(23,555)
(8,509)
(75,3119)
(119,42)
(58,1298)
(82,2467)
(151,3021)
(36,4692)
(168,1406)
(146,23)
(30,4)
(51,3738)
(190,4062)
(183,44)
(19,122)
(107,1299)
(4,722)
(126,823)
(136,187)
(79,1415)
(195,591)
(94,4825)
(131,183)
(47,375)
(15,11)
(163,4511)
(68,508)
(62,2181)
(178,86)
(90,152)
(111,40)
(122,3918)
(83,51)
(100,157)
