(69,5)
(138,442)
(101,2633)
(0,980)
(88,29)
(170,4764)
(115,564)
(5,1)
(120,1023)
(10,1118)
(56,65)
(142,618)
(153,51)
(174,5593)
(185,2935)
(42,11664)
(24,38)
(37,20)
(25,18)
(52,278)
(14,544)
(184,45)
(110,2907)
(125,2407)
(196,984)
(157,2)
(189,442)
(20,29)
(46,6125)
(93,255)
(152,4207)
(57,163)
(78,274)
(29,793)
(164,104)
(179,10)
(106,1182)
(121,24)
(84,4953)
(147,105)
(61,1002)
(132,1032)
(89,8865)
(133,607)
(116,13)
(1,999)
(74,1219)
(6,2321)
(60,306)
(117,63)
(85,1237)
(102,731)
(28,26)
(38,853)
(160,27)
(70,5201)
(192,570)
(21,7861)
(137,1544)
(165,50)
(33,29)
(92,1226)
(197,4195)
(65,571)
(97,84)
(156,27)
(9,5143)
(188,775)
(53,216)
(169,1935)
(141,47)
(109,4)
(124,103)
(77,13)
(193,1625)
(96,1397)
(173,18)
(13,48)
(129,2447)
(41,1642)
(134,286)
(73,3628)
(128,418)
(105,336)
(2,6959)
(166,76)
(32,128)
(34,3909)
(148,520)
(45,132)
(161,19)
(64,136)
(180,5491)
(17,43)
(149,1723)
(176,40)
(191,29)
(22,34)
(44,625)
(59,173)
(118,14)
(27,1765)
(71,63)
(12,86)
(54,324)
(144,61)
(49,8651)
(181,24)
(86,1496)
(159,1144)
(187,27)
(172,961)
(113,2094)
(81,831)
(76,18)
(7,29)
(39,244)
(98,166)
(103,915)
(140,1949)
(91,78)
(66,189)
(155,87)
(198,5091)
(108,12)
(130,203)
(135,6823)
(3,2105)
(80,3)
(167,87)
(35,2522)
(162,25)
(112,5093)
(123,21)
(194,6444)
(145,25)
(48,9)
(63,192)
(18,25)
(150,1047)
(95,329)
(50,135)
(67,1864)
(199,611)
(177,328)
(182,1)
(16,2151)
(127,1239)
(31,36)
(154,8903)
(11,298)
(72,70)
(175,49)
(143,686)
(43,1144)
(99,5547)
(87,2004)
(104,1647)
(40,15)
(26,5579)
(158,21)
(186,940)
(55,37)
(114,26)
(171,668)
(139,5383)
(23,1165)
(8,7176)
(75,3639)
(119,3996)
(58,668)
(82,204)
(151,15)
(36,595)
(168,56)
(146,2231)
(30,1897)
(51,10)
(190,16)
(183,392)
(19,34)
(107,1675)
(4,397)
(126,4320)
(136,114)
(79,7)
(195,232)
(94,542)
(131,65)
(47,43)
(15,8)
(163,117)
(68,545)
(62,1656)
(178,80)
(90,2112)
(111,2532)
(122,20)
(83,132)
(100,87)
