(69,47)
(138,487)
(101,52)
(0,3594)
(88,114)
(170,1132)
(115,4876)
(5,2324)
(120,324)
(10,29)
(56,15)
(142,33)
(153,4638)
(174,4550)
(185,104)
(42,20)
(24,2953)
(37,1)
(25,111)
(52,12)
(14,221)
(184,69)
(110,95)
(125,7)
(196,25)
(157,1009)
(189,4218)
(20,276)
(46,5299)
(93,41)
(152,5)
(57,2449)
(78,1017)
(29,1798)
(164,27)
(179,4280)
(106,3475)
(121,12)
(84,59)
(147,2796)
(61,2677)
(132,59)
(89,421)
(133,6610)
(116,30)
(1,36)
(74,1906)
(6,250)
(60,7520)
(117,1652)
(85,2746)
(102,45)
(28,5600)
(38,6)
(160,3086)
(70,1)
(192,79)
(21,3212)
(137,547)
(165,5731)
(33,3456)
(92,452)
(197,385)
(65,3441)
(97,990)
(156,3731)
(9,1869)
(188,6505)
(53,15)
(169,3619)
(141,2727)
(109,4016)
(124,38)
(77,2174)
(193,1016)
(96,21)
(173,16)
(13,5824)
(129,1093)
(41,129)
(134,24)
(73,3052)
(128,13)
(105,75)
(2,1104)
(166,431)
(32,923)
(34,175)
(148,170)
(45,121)
(161,12)
(64,186)
(180,2025)
(17,911)
(149,104)
(176,101)
(191,866)
(22,138)
(44,305)
(59,1680)
(118,6)
(27,787)
(71,4472)
(12,1612)
(54,9)
(144,322)
(49,26)
(181,2683)
(86,1393)
(159,3427)
(187,925)
(172,462)
(113,268)
(81,600)
(76,490)
(7,521)
(39,7170)
(98,1203)
(103,13)
(140,241)
(91,382)
(66,882)
(155,4668)
(198,236)
(108,43)
(130,1033)
(135,121)
(3,1652)
(80,23)
(167,34)
(35,548)
(162,42)
(112,5824)
(123,239)
(194,8)
(145,8)
(48,1709)
(63,581)
(18,57)
(150,2077)
(95,3085)
(50,177)
(67,3986)
(199,2579)
(177,38)
(182,1644)
(16,86)
(127,4459)
(31,1287)
(154,5248)
(11,8724)
(72,25)
(175,5)
(143,50)
(43,35)
(99,134)
(87,1014)
(104,1639)
(40,9)
(26,158)
(158,884)
(186,137)
(55,127)
(114,4600)
(171,52)
(139,24)
(23,851)
(8,4697)
(75,4237)
(119,207)
(58,418)
(82,66)
(151,240)
(36,40)
(168,15)
(146,47)
(30,29)
(51,60)
(190,97)
(183,1168)
(19,1315)
(107,1982)
(4,27)
(126,12)
(136,3578)
(79,28)
(195,1434)
(94,476)
(131,193)
(47,21)
(15,18)
(163,3516)
(68,116)
(62,38)
(178,412)
(90,2622)
(111,2552)
(122,81)
(83,260)
(100,6)
