KMeans Run-Time: 12.4054016378s
Cost: 5.781042352577033
[40.71600586937333,-73.99045595763471]
[40.76003764906307,-73.99766810902916]
[40.8089,-72.6419]
[40.64593427307884,-73.78244690436748]
[40.72402115384615,-74.34512884615386]
[40.68598928000001,-73.95479376000003]
[40.77512338709678,-73.81725]
[40.739830088135584,-74.00670724067835]
[40.82810689045938,-73.92252067137811]
[40.77366525787965,-73.96202657593113]
[40.69180336830474,-74.17962269464383]
[40.773965862068884,-73.8723892672414]
[40.645239766081886,-73.89746549707604]
[40.7246875,-73.50524999999999]
[40.71444555461476,-73.94964936494493]
[40.85306784452298,-73.88681802120144]
[40.724037691237825,-73.98023843300889]
[40.75546690984874,-73.98532753170082]
[40.72045959999999,-74.0408786]
[40.791111111111114,-73.71619074074074]
[41.04414583333333,-74.09629166666666]
[41.027516,-73.61747200000002]
[40.71016127167629,-73.81505664739886]
[40.76338632973054,-73.97753571319838]
[40.70096978536044,-73.98990974133191]
[40.67271463414634,-73.93468439024392]
[40.79546291532692,-73.97052936763129]
[40.75084559556782,-73.99321154201304]
[40.740045,-73.42222000000001]
[40.70544184704185,-73.92046017316018]
[40.74393290862761,-73.99055779031676]
[40.78557269482451,-73.97582885187396]
[40.82050752688173,-74.07839032258063]
[40.74518865784499,-73.95505122873345]
[40.73741034112857,-73.99333666595165]
[40.709117884686,-74.00592155710592]
[40.83212244389028,-73.94253990024937]
[40.184322222222214,-74.03037777777777]
[40.907965853658546,-73.78588780487806]
[40.73659579095062,-74.00208083128715]
[40.99128474576272,-73.67088983050847]
[40.6117602739726,-73.92474246575341]
[40.608747826086955,-74.11467826086955]
[40.668452777777766,-73.7318861111111]
[40.804965110132166,-73.95954669603518]
[40.68221132686083,-73.91262459546924]
[41.005439285714274,-73.87846071428571]
[40.73235841584158,-73.61769108910893]
[40.76225652173914,-73.76966413043476]
[41.1558,-73.2292]
[41.068954999999995,-73.70254]
[40.60675555555556,-73.73351111111111]
[41.09072400000001,-73.83798]
[40.6549947368421,-73.64997894736842]
[40.325133333333326,-74.63570666666666]
[40.72423474776888,-74.00606940447986]
[40.74358640929053,-74.00588123038271]
[40.72134004854366,-73.9558677669902]
[40.66828122392212,-73.99090681502088]
[40.87713076923078,-73.42193846153846]
[40.752173634453754,-73.9760380462184]
[40.72357222914083,-73.99830643420499]
[40.73637424242424,-74.06061969696968]
[40.72305994358251,-73.94425543018332]
[40.772132765957494,-73.91216382978726]
[40.71041111111111,-73.74669393939394]
[40.628708365019,-73.95007756653992]
[40.67196377952755,-73.8386062992126]
[40.748337704918036,-74.25469672131145]
[40.62584299363058,-74.02773503184719]
[40.78149935897436,-74.02034423076925]
[40.82637692307692,-73.47315384615385]
[40.676993678887534,-74.01356194690264]
[40.769465404965494,-73.86409023199009]
[40.7286435,-73.86838349999998]
[40.711794353826825,-73.96467421580923]
[40.69238664421998,-73.97057149270479]
[40.739640449438205,-74.16617022471911]
[40.653575000000004,-74.38378]
[40.3517,-74.06125714285714]
[40.80352424242424,-74.47955151515153]
[40.763467845659136,-73.9603145613229]
[41.0268709090909,-73.76953818181816]
[40.71825905010626,-74.00829526685159]
[40.789564285714285,-74.40947857142856]
[40.782215938979476,-73.95381883219358]
[40.739209117221414,-74.03280043415339]
[40.65380216049382,-73.96077222222219]
[40.797978169014094,-73.93102323943663]
[40.71821273557961,-74.00008392347233]
[40.65305243902437,-73.92193577235771]
[40.494185,-74.45242]
[40.85608835443039,-73.93238379746833]
[40.732111589403985,-73.95648874172187]
[40.72132474698788,-73.99400518072285]
[40.649269470404974,-74.00736822429907]
[40.73224405850099,-73.99007497714813]
[41.226240000000004,-73.69196]
[40.72145100671141,-73.78903288590605]
[40.67245223880598,-73.87666368159206]
[40.94458,-73.74295555555558]
[40.92411578947368,-74.2532052631579]
[40.79358822269806,-73.94694668094218]
[40.77482499999999,-73.08879999999999]
[40.644721539416494,-73.78969993792667]
[40.73358281249999,-73.693159375]
[40.72105733188726,-73.98729511930593]
[40.76991246838648,-73.9824308548305]
[41.3469,-73.9544]
[40.778480451127805,-73.98150939849627]
[40.750023475609645,-74.00364951219512]
[40.744652668539274,-73.97565351123595]
[40.64640355731218,-73.776658695652]
[40.90625,-73.17575]
