(69,10)
(138,433)
(101,958)
(0,4335)
(88,62)
(170,12)
(115,3927)
(5,2320)
(120,1182)
(10,23)
(56,37)
(142,6534)
(153,2265)
(174,7)
(185,60)
(42,94)
(24,643)
(37,1)
(25,6214)
(52,91)
(14,11)
(184,40)
(110,1226)
(125,574)
(196,24)
(157,18)
(189,3431)
(20,1629)
(46,112)
(93,193)
(152,1689)
(57,25)
(78,365)
(29,171)
(164,407)
(179,1332)
(106,422)
(121,5985)
(84,1)
(147,839)
(61,825)
(132,316)
(89,276)
(133,20)
(116,221)
(1,1016)
(74,787)
(6,1808)
(60,2558)
(117,278)
(85,669)
(102,4)
(28,924)
(38,112)
(160,169)
(70,382)
(192,2740)
(21,283)
(137,2457)
(165,3905)
(33,5)
(92,39)
(197,9)
(65,329)
(97,108)
(156,5929)
(9,4608)
(188,3797)
(53,40)
(169,1830)
(141,1873)
(109,29)
(124,2048)
(77,28)
(193,1156)
(96,16)
(173,3)
(13,4627)
(129,8114)
(41,14)
(134,2549)
(73,947)
(128,99)
(105,124)
(2,54)
(166,46)
(32,35)
(34,199)
(148,1925)
(45,12)
(161,206)
(64,58)
(180,213)
(17,111)
(149,3199)
(176,1066)
(191,3856)
(22,5340)
(44,184)
(59,4419)
(118,4276)
(27,243)
(71,133)
(12,176)
(54,933)
(144,60)
(49,7)
(181,32)
(86,40)
(159,10)
(187,106)
(172,5)
(113,10)
(81,7349)
(76,403)
(7,10742)
(39,38)
(98,471)
(103,36)
(140,4424)
(91,165)
(66,22)
(155,63)
(198,37)
(108,1)
(130,1226)
(135,2702)
(3,4246)
(80,7)
(167,1857)
(35,76)
(162,18)
(112,51)
(123,1641)
(194,996)
(145,113)
(48,1100)
(63,5686)
(18,25)
(150,29)
(95,122)
(50,5385)
(67,656)
(199,910)
(177,13)
(182,21)
(16,31)
(127,506)
(31,1197)
(154,312)
(11,399)
(72,1962)
(175,122)
(143,6141)
(43,4667)
(99,1551)
(87,86)
(104,1704)
(40,1039)
(26,6406)
(158,5381)
(186,18)
(55,5)
(114,8)
(171,767)
(139,123)
(23,4864)
(8,20)
(75,42)
(119,3816)
(58,78)
(82,472)
(151,67)
(36,163)
(168,753)
(146,5159)
(30,5376)
(51,1678)
(190,2)
(183,1073)
(19,26)
(107,2706)
(4,81)
(126,50)
(136,4629)
(79,616)
(195,477)
(94,345)
(131,2237)
(47,2128)
(15,1224)
(163,22)
(68,1666)
(62,5190)
(178,6)
(90,1835)
(111,15)
(122,3972)
(83,23)
(100,9)
